Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
266,Michael Kopech,28,LAD,NL,1,4,0,1,1.13,24,0,9,0,0,6,24,9,3,3,1,10,0,29,0,0,1,88,348,2.54,0.792,3.4,0.4,3.8,10.9,2.9,
267,Erik Miller*,26,SFG,NL,0.4,4,5,0.444,3.88,73,10,11,0,0,0,67.1,50,33,29,7,38,0,87,1,0,1,284,100,3.67,1.307,6.7,0.9,5.1,11.6,2.29,
268,Joey Wentz*,26,2TM,2LG,0.1,1,2,0.333,4.68,46,0,16,0,0,1,67.1,66,37,35,8,33,1,73,4,2,3,304,88,4.19,1.47,8.8,1.1,4.4,9.8,2.21,
269,Joey Wentz*,26,DET,AL,-0.4,0,2,0,5.37,38,0,16,0,0,1,55.1,60,35,33,8,27,1,60,3,2,3,254,76,4.5,1.572,9.8,1.3,4.4,9.8,2.22,
270,Joey Wentz*,26,PIT,NL,0.5,1,0,1,1.5,8,0,0,0,0,0,12,6,2,2,0,6,0,13,1,0,0,50,287,2.75,1,4.5,0,4.5,9.8,2.17,
271,Tim Hill*,34,2TM,AL,0.5,4,0,1,3.36,62,0,15,0,0,0,67,77,32,25,2,19,2,31,2,0,0,291,123,3.57,1.433,10.3,0.3,2.6,4.2,1.63,
272,Tim Hill*,34,CHW,AL,-0.4,1,0,1,5.87,27,0,9,0,0,0,23,41,19,15,0,10,1,13,1,0,0,118,71,3.47,2.217,16,0,3.9,5.1,1.3,
273,Tim Hill*,34,NYY,AL,0.9,3,0,1,2.05,35,0,6,0,0,0,44,36,13,10,2,9,1,18,1,0,0,173,202,3.62,1.023,7.4,0.4,1.8,3.7,2,
274,Jakob Junis,31,2TM,NL,1.8,4,0,1,2.69,24,6,4,0,0,1,67,49,22,20,8,8,0,51,3,0,1,253,162,3.69,0.851,6.6,1.1,1.1,6.9,6.38,
275,Jakob Junis,31,MIL,NL,0.6,4,0,1,2.42,10,1,3,0,0,1,26,20,9,7,4,5,0,19,1,0,1,101,175,4.4,0.962,6.9,1.4,1.7,6.6,3.8,
276,Jakob Junis,31,CIN,NL,1.2,0,0,,2.85,14,5,1,0,0,0,41,29,13,13,4,3,0,32,2,0,0,152,155,3.24,0.78,6.4,0.9,0.7,7,10.67,
277,Fernando Cruz,34,CIN,NL,0.3,3,8,0.273,4.86,69,3,6,0,0,0,66.2,54,36,36,9,35,2,109,1,0,8,288,91,3.27,1.335,7.3,1.2,4.7,14.7,3.11,
278,Ryan Fernandez,26,STL,NL,1,1,6,0.143,3.51,62,0,16,0,0,2,66.2,58,30,26,4,32,5,71,2,0,0,285,120,3.35,1.35,7.8,0.5,4.3,9.6,2.22,
279,José Leclerc,30,TEX,AL,0,6,5,0.545,4.32,64,0,13,0,0,1,66.2,56,33,32,7,32,1,89,4,2,5,288,92,3.48,1.32,7.6,0.9,4.3,12,2.78,
280,Jesús Luzardo*,26,MIA,NL,0.9,3,6,0.333,5,12,12,0,0,0,0,66.2,61,37,37,9,22,0,58,2,0,3,274,91,4.26,1.245,8.2,1.2,3,7.8,2.64,
281,Trevor Williams,32,WSN,NL,2.6,6,1,0.857,2.03,13,13,0,0,0,0,66.2,51,17,15,3,18,0,59,0,1,0,260,199,2.79,1.035,6.9,0.4,2.4,8,3.28,
282,Shawn Armstrong,33,3TM,2LG,-0.3,3,3,0.5,4.86,57,7,9,0,0,1,66.2,77,38,36,6,25,0,66,2,1,1,295,84,3.57,1.53,10.4,0.8,3.4,8.9,2.64,
283,Shawn Armstrong,33,2TM,NL,0.2,1,1,0.5,3.6,19,0,5,0,0,0,20,21,8,8,1,6,0,16,0,0,0,81,118,3.12,1.35,9.5,0.5,2.7,7.2,2.67,
284,Shawn Armstrong,33,TBR,AL,-0.5,2,2,0.5,5.4,38,7,4,0,0,1,46.2,56,30,28,5,19,0,50,2,1,1,214,74,3.77,1.607,10.8,1,3.7,9.6,2.63,
285,Shawn Armstrong,33,STL,NL,0.2,1,0,1,2.84,11,0,3,0,0,0,12.2,11,4,4,1,2,0,12,0,0,0,49,151,2.77,1.026,7.8,0.7,1.4,8.5,6,
286,Shawn Armstrong,33,CHC,NL,0,0,1,0,4.91,8,0,2,0,0,0,7.1,10,4,4,0,4,0,4,0,0,0,32,85,3.71,1.909,12.3,0,4.9,4.9,1,
287,Ryan Helsley,29,STL,NL,3,7,4,0.636,2.04,65,0,62,0,0,49,66.1,50,19,15,3,23,3,79,0,0,1,266,206,2.41,1.101,6.8,0.4,3.1,10.7,3.43,"AS,CYA-9"
288,Jeff Hoffman,31,PHI,NL,2,3,3,0.5,2.17,68,0,21,0,0,10,66.1,48,20,16,6,16,1,89,3,0,5,265,188,2.52,0.965,6.5,0.8,2.2,12.1,5.56,AS
289,Ryan Thompson,32,ARI,NL,1,7,5,0.583,3.26,67,0,4,0,0,2,66.1,64,26,24,5,15,2,52,1,0,2,272,129,3.3,1.191,8.7,0.7,2,7.1,3.47,
290,Alex Vesia*,28,LAD,NL,1.6,5,4,0.556,1.76,67,0,10,0,0,5,66.1,33,19,13,7,33,3,87,1,0,2,263,219,3.45,0.995,4.5,0.9,4.5,11.8,2.64,
291,Nate Pearson,27,2TM,2LG,-0.2,2,2,0.5,4.48,60,1,17,0,0,2,66.1,67,34,33,12,21,0,74,3,0,2,285,90,4.37,1.327,9.1,1.6,2.8,10,3.52,
292,Nate Pearson,27,TOR,AL,-0.7,0,1,0,5.63,41,0,12,0,0,2,40,45,26,25,8,17,0,51,2,0,2,182,72,4.64,1.55,10.1,1.8,3.8,11.5,3,
293,Nate Pearson,27,CHC,NL,0.5,2,1,0.667,2.73,19,1,5,0,0,0,26.1,22,8,8,4,4,0,23,1,0,0,103,147,3.96,0.987,7.5,1.4,1.4,7.9,5.75,
294,Jacob Barnes,34,WSN,NL,0.1,8,3,0.727,4.36,63,0,5,0,0,0,66,67,36,32,10,20,2,55,0,0,3,277,93,4.38,1.318,9.1,1.4,2.7,7.5,2.75,
295,Tim Herrin*,27,CLE,AL,1.7,5,1,0.833,1.92,75,0,6,0,0,0,65.2,39,17,14,2,25,1,68,5,1,3,257,213,2.86,0.975,5.3,0.3,3.4,9.3,2.72,
296,Brent Suter*,34,CIN,NL,1.4,1,0,1,3.15,47,3,20,0,0,2,65.2,63,25,23,10,12,0,50,3,0,2,270,140,4.31,1.142,8.6,1.4,1.6,6.9,4.17,
297,Jack Kochanowicz,23,LAA,AL,0.7,2,6,0.25,3.99,11,11,0,0,0,0,65.1,68,30,29,7,10,1,25,8,0,1,266,105,4.62,1.194,9.4,1,1.4,3.4,2.5,
298,Trevor Richards,31,2TM,AL,-0.4,2,2,0.5,4.55,55,2,7,0,0,1,65.1,44,36,33,7,35,0,62,2,0,13,277,90,4.36,1.209,6.1,1,4.8,8.5,1.77,
299,Trevor Richards,31,TOR,AL,-0.5,2,1,0.667,4.64,45,2,4,0,0,0,52.1,36,30,27,7,24,0,49,0,0,6,218,87,4.41,1.146,6.2,1.2,4.1,8.4,2.04,
300,Trevor Richards,31,MIN,AL,0.1,0,1,0,4.15,10,0,3,0,0,1,13,8,6,6,0,11,0,13,2,0,7,59,103,4.17,1.462,5.5,0,7.6,9,1.18,
301,Mason Miller,25,OAK,AL,2.4,2,2,0.5,2.49,55,0,44,0,0,28,65,36,23,18,6,21,3,104,1,0,2,249,159,2.18,0.877,5,0.8,2.9,14.4,4.95,"AS,ROY-4"
302,Robert Suarez,33,SDP,NL,2.1,9,3,0.75,2.77,65,0,55,0,0,36,65,52,21,20,7,16,1,59,0,0,1,258,149,3.49,1.046,7.2,1,2.2,8.2,3.69,AS
303,Hoby Milner*,33,MIL,NL,-0.6,5,1,0.833,4.73,61,1,11,0,0,1,64.2,63,38,34,6,14,2,64,2,0,0,268,89,3.14,1.191,8.8,0.8,1.9,8.9,4.57,
304,David Festa,24,MIN,AL,0.4,2,6,0.25,4.9,14,13,0,0,0,0,64.1,62,36,35,9,23,0,77,2,1,2,277,85,3.76,1.321,8.7,1.3,3.2,10.8,3.35,
305,Tyler Kinley,33,COL,NL,-0.3,6,1,0.857,6.19,67,0,25,0,0,12,64,61,44,44,11,33,2,72,2,0,6,285,75,4.79,1.469,8.6,1.5,4.6,10.1,2.18,
306,Enyel De Los Santos,28,3TM,2LG,0.1,1,2,0.333,5.2,64,0,20,0,0,2,64,65,38,37,17,25,1,66,5,0,2,278,80,5.96,1.406,9.1,2.4,3.5,9.3,2.64,
307,Enyel De Los Santos,28,2TM,AL,-0.2,0,0,,6.46,20,0,7,0,0,1,23.2,26,17,17,6,12,0,18,4,0,0,108,65,6.97,1.606,9.9,2.3,4.6,6.8,1.5,
308,Enyel De Los Santos,28,SDP,NL,0.3,1,2,0.333,4.46,44,0,13,0,0,1,40.1,39,21,20,11,13,1,48,1,0,2,170,93,5.37,1.289,8.7,2.5,2.9,10.7,3.69,
309,Enyel De Los Santos,28,NYY,AL,-0.6,0,0,,14.21,5,0,1,0,0,0,6.1,13,10,10,1,3,0,5,3,0,0,37,31,6.48,2.526,18.5,1.4,4.3,7.1,1.67,
310,Enyel De Los Santos,28,CHW,AL,0.4,0,0,,3.63,15,0,6,0,0,1,17.1,13,7,7,5,9,0,13,1,0,0,71,115,7.15,1.269,6.8,2.6,4.7,6.8,1.44,
311,Phil Maton,31,2TM,2LG,0.9,3,3,0.5,3.66,71,0,16,0,0,3,64,47,27,26,7,24,1,60,9,0,1,265,110,4.26,1.109,6.6,1,3.4,8.4,2.5,
312,Phil Maton,31,TBR,AL,0.2,1,2,0.333,4.58,40,0,10,0,0,2,35.1,29,19,18,6,18,1,30,5,0,1,152,88,5.63,1.33,7.4,1.5,4.6,7.6,1.67,
313,Phil Maton,31,NYM,NL,0.7,2,1,0.667,2.51,31,0,6,0,0,1,28.2,18,8,8,1,6,0,30,4,0,0,113,159,2.57,0.837,5.7,0.3,1.9,9.4,5,
314,Kyle Finnegan,32,WSN,NL,0.9,3,8,0.273,3.68,65,0,58,0,0,38,63.2,61,31,26,9,24,3,60,0,0,2,271,110,4.25,1.335,8.6,1.3,3.4,8.5,2.5,AS
315,Adrián Morejón*,25,SDP,NL,1.3,3,2,0.6,2.83,60,0,12,0,0,2,63.2,63,24,20,4,21,2,71,1,1,7,272,146,2.79,1.319,8.9,0.6,3,10,3.38,
316,Osvaldo Bido,28,OAK,AL,1.7,5,3,0.625,3.41,16,9,3,0,0,0,63.1,43,25,24,3,26,1,63,7,0,3,259,116,3.36,1.089,6.1,0.4,3.7,9,2.42,
317,Jesse Chavez,40,ATL,NL,0.7,2,2,0.5,3.13,46,0,16,0,0,0,63.1,60,27,22,10,19,1,55,1,1,0,264,133,4.43,1.247,8.5,1.4,2.7,7.8,2.89,
318,Greg Weissert,29,BOS,AL,0.6,4,2,0.667,3.13,62,0,16,0,0,1,63.1,65,32,22,7,20,4,58,0,0,2,263,137,3.72,1.342,9.2,1,2.8,8.2,2.9,
319,Clay Holmes,31,NYY,AL,0.7,3,5,0.375,3.14,67,0,50,0,0,30,63,60,29,22,4,22,1,68,3,0,4,271,131,3.02,1.302,8.6,0.6,3.1,9.7,3.09,AS
320,Daniel Hudson,37,LAD,NL,0.5,6,2,0.75,3,65,0,19,0,0,10,63,46,25,21,10,19,1,63,1,0,2,253,129,4.18,1.032,6.6,1.4,2.7,9,3.32,
321,Orion Kerkering,23,PHI,NL,1.6,5,3,0.625,2.29,64,2,6,0,0,0,63,51,20,16,2,17,0,74,8,0,1,257,178,2.42,1.079,7.3,0.3,2.4,10.6,4.35,
322,Génesis Cabrera*,27,TOR,AL,-0.1,3,3,0.5,3.59,69,0,10,0,0,2,62.2,63,31,25,10,29,4,50,2,2,2,271,113,5.13,1.468,9,1.4,4.2,7.2,1.72,
323,Yuki Matsui*,28,SDP,NL,0.8,4,2,0.667,3.73,64,0,14,0,0,0,62.2,46,27,26,8,27,4,69,0,0,8,257,110,3.92,1.165,6.6,1.1,3.9,9.9,2.56,
324,Matt Strahm*,32,PHI,NL,2.5,6,2,0.75,1.87,66,0,10,0,0,3,62.2,36,14,13,4,11,1,79,6,0,2,237,219,2.29,0.75,5.2,0.6,1.6,11.3,7.18,AS
325,Bryan Hudson*,27,MIL,NL,2.5,6,1,0.857,1.73,43,0,1,0,0,0,62.1,28,12,12,7,17,0,62,3,1,1,231,243,3.6,0.722,4,1,2.5,9,3.65,
326,Jared Koenig*,30,MIL,NL,1.5,9,4,0.692,2.47,55,6,5,0,0,1,62,54,22,17,4,23,4,63,4,0,0,265,170,3.28,1.242,7.8,0.6,3.3,9.1,2.74,
327,Tyson Miller,28,2TM,2LG,1.4,5,1,0.833,2.32,58,0,11,0,0,1,62,39,18,16,7,11,0,54,5,0,0,235,171,3.67,0.806,5.7,1,1.6,7.8,4.91,
328,Tyson Miller,28,SEA,AL,0.1,0,0,,3.09,9,0,2,0,0,0,11.2,8,5,4,2,1,0,12,1,0,0,45,123,3.85,0.771,6.2,1.5,0.8,9.3,12,
329,Tyson Miller,28,CHC,NL,1.3,5,1,0.833,2.15,49,0,9,0,0,1,50.1,31,13,12,5,10,0,42,4,0,0,190,187,3.62,0.815,5.5,0.9,1.8,7.5,4.2,
330,José Alvarado*,29,PHI,NL,0.3,2,5,0.286,4.09,66,0,21,0,0,13,61.2,49,30,28,6,28,1,63,1,0,4,258,100,3.8,1.249,7.2,0.9,4.1,9.2,2.25,
331,Aroldis Chapman*,36,PIT,NL,0.4,5,5,0.5,3.79,68,0,18,0,0,14,61.2,44,31,26,5,39,0,98,2,2,4,265,111,3.04,1.346,6.4,0.7,5.7,14.3,2.51,
332,Kirby Yates,37,TEX,AL,3.3,7,2,0.778,1.17,61,0,50,0,0,33,61.2,23,10,8,3,28,5,85,2,2,1,237,340,2.5,0.827,3.4,0.4,4.1,12.4,3.04,"AS,CYA-8"
333,Lucas Erceg,29,2TM,AL,1.2,2,6,0.25,3.36,61,0,16,0,0,14,61.2,49,26,23,3,16,2,72,6,1,5,253,122,2.53,1.054,7.2,0.4,2.3,10.5,4.5,
334,Lucas Erceg,29,OAK,AL,0.5,2,3,0.4,3.68,38,0,4,0,0,3,36.2,31,17,15,3,13,2,41,5,0,4,156,108,3.47,1.2,7.6,0.7,3.2,10.1,3.15,
335,Lucas Erceg,29,KCR,AL,0.8,0,3,0,2.88,23,0,12,0,0,11,25,18,9,8,0,3,0,31,1,1,1,97,149,1.17,0.84,6.5,0,1.1,11.2,10.33,
336,Peter Lambert,27,COL,NL,-0.5,2,5,0.286,5.72,28,3,7,0,0,0,61.1,73,42,39,7,29,2,50,2,0,5,280,81,4.54,1.663,10.7,1,4.3,7.3,1.72,
337,Jeremiah Estrada,25,SDP,NL,1.2,6,3,0.667,2.95,62,0,14,0,0,1,61,42,22,20,4,23,1,94,0,0,5,252,140,2.07,1.066,6.2,0.6,3.4,13.9,4.09,
338,Austin Voth,32,SEA,AL,-0.2,2,5,0.286,3.69,68,0,17,0,0,0,61,46,31,25,9,18,0,61,3,0,0,248,100,4.12,1.049,6.8,1.3,2.7,9,3.39,
339,Emerson Hancock,25,SEA,AL,-0.6,4,4,0.5,4.75,12,12,0,0,0,0,60.2,62,37,32,12,19,0,39,6,0,0,266,78,5.69,1.335,9.2,1.8,2.8,5.8,2.05,
340,Yennier Cano,30,BAL,AL,0.8,4,3,0.571,3.15,70,0,12,0,0,5,60,54,24,21,6,24,1,65,1,1,0,249,119,3.55,1.3,8.1,0.9,3.6,9.8,2.71,
341,Garrett Cleavinger*,30,TBR,AL,0.8,7,5,0.583,3.75,68,0,15,0,0,6,60,52,29,25,6,31,0,71,7,0,2,266,107,4,1.383,7.8,0.9,4.7,10.7,2.29,
342,Jason Foley,28,DET,AL,0.8,3,6,0.333,3.15,69,0,41,0,0,28,60,51,28,21,5,20,2,46,2,1,1,250,130,3.82,1.183,7.7,0.8,3,6.9,2.3,
343,John King*,29,STL,NL,0.8,3,3,0.5,2.85,56,0,10,0,0,0,60,58,23,19,5,14,1,38,1,1,3,248,148,3.73,1.2,8.7,0.8,2.1,5.7,2.71,
344,Taylor Rogers*,33,SFG,NL,1.1,1,4,0.2,2.4,64,0,16,0,0,0,60,53,22,16,7,22,0,64,2,0,0,249,161,3.75,1.25,8,1.1,3.3,9.6,2.91,
345,Robert Garcia*,28,WSN,NL,-0.2,3,6,0.333,4.22,72,0,6,0,0,0,59.2,55,34,28,4,16,1,75,1,0,4,251,96,2.38,1.19,8.3,0.6,2.4,11.3,4.69,
346,Justin Lawrence,29,COL,NL,-1.7,4,4,0.5,6.49,56,0,21,0,0,2,59.2,73,52,43,9,33,1,45,7,0,3,279,71,5.63,1.777,11,1.4,5,6.8,1.36,
347,Dylan Lee*,29,ATL,NL,1.3,4,2,0.667,2.11,52,0,8,0,0,0,59.2,49,19,14,7,17,4,76,0,0,0,240,197,3,1.106,7.4,1.1,2.6,11.5,4.47,
348,Joe Mantiply*,33,ARI,NL,0.6,6,2,0.75,3.92,75,2,8,0,0,1,59.2,52,27,26,1,18,7,53,0,1,3,243,107,2.51,1.173,7.8,0.2,2.7,8,2.94,
349,Anthony Molina,22,COL,NL,-0.6,1,1,0.5,6.79,35,1,17,0,0,0,59.2,72,46,45,5,22,1,41,2,0,5,264,68,4.09,1.575,10.9,0.8,3.3,6.2,1.86,
350,Bryce Jarvis,26,ARI,NL,0.8,1,2,0.333,3.19,44,0,17,0,0,0,59.1,52,25,21,6,33,4,38,5,0,4,258,132,5.12,1.433,7.9,0.9,5,5.8,1.15,
351,Andrés Muñoz,25,SEA,AL,2,3,7,0.3,2.12,60,0,41,0,0,22,59.1,31,16,14,6,26,3,77,3,1,3,232,173,3.35,0.961,4.7,0.9,3.9,11.7,2.96,AS
352,Héctor Neris,35,2TM,2LG,-0.2,10,5,0.667,4.1,62,0,36,0,0,18,59.1,55,31,27,8,28,2,64,2,4,2,260,98,4.28,1.399,8.3,1.2,4.2,9.7,2.29,
353,Héctor Neris,35,CHC,NL,0.1,8,4,0.667,3.89,46,0,33,0,0,17,44,41,20,19,4,26,2,46,1,3,1,196,103,4.1,1.523,8.4,0.8,5.3,9.4,1.77,
354,Héctor Neris,35,HOU,AL,-0.3,2,1,0.667,4.7,16,0,3,0,0,1,15.1,14,11,8,4,2,0,18,1,1,1,64,86,4.8,1.043,8.2,2.3,1.2,10.6,9,
355,Camilo Doval,26,SFG,NL,-0.5,5,3,0.625,4.88,62,0,40,0,0,23,59,54,35,32,5,39,2,78,2,0,7,271,79,3.71,1.576,8.2,0.8,5.9,11.9,2,
356,Joel Payamps,30,MIL,NL,1.1,3,7,0.3,3.05,68,0,18,0,0,6,59,39,23,20,7,18,4,59,2,0,0,235,138,3.73,0.966,5.9,1.1,2.7,9,3.28,
357,JoJo Romero*,27,STL,NL,0.9,7,3,0.7,3.36,65,0,7,0,0,1,59,52,23,22,8,16,0,51,5,0,1,243,125,4.27,1.153,7.9,1.2,2.4,7.8,3.19,
358,Luis García,37,2TM,AL,-0.3,5,1,0.833,4.88,60,0,10,0,0,4,59,61,36,32,8,15,2,53,3,0,5,254,87,4.05,1.288,9.3,1.2,2.3,8.1,3.53,
359,Luis García,37,LAA,AL,0.3,5,1,0.833,3.71,45,0,8,0,0,4,43.2,37,21,18,4,14,1,40,3,0,5,182,114,3.69,1.168,7.6,0.8,2.9,8.2,2.86,
360,Luis García,37,BOS,AL,-0.6,0,0,,8.22,15,0,2,0,0,0,15.1,24,15,14,4,1,1,13,0,0,0,72,53,5.06,1.63,14.1,2.3,0.6,7.6,13,
361,Drew Smyly*,35,CHC,NL,0,4,8,0.333,3.84,50,0,8,0,0,0,58.2,57,29,25,10,25,3,56,3,0,5,257,104,4.9,1.398,8.7,1.5,3.8,8.6,2.24,
362,Seranthony Domínguez,29,2TM,2LG,0.1,3,4,0.429,4.45,63,0,27,0,0,11,58.2,52,32,29,12,21,0,68,2,1,8,255,90,4.68,1.244,8,1.8,3.2,10.4,3.24,
363,Seranthony Domínguez,29,PHI,NL,-0.1,3,2,0.6,4.75,38,0,10,0,0,1,36,32,22,19,6,12,0,40,2,1,5,157,86,4.28,1.222,8,1.5,3,10,3.33,
364,Seranthony Domínguez,29,BAL,AL,0.2,0,2,0,3.97,25,0,17,0,0,10,22.2,20,10,10,6,9,0,28,0,0,3,98,96,5.33,1.279,7.9,2.4,3.6,11.1,3.11,
365,Jorge Alcalá,28,MIN,AL,1.4,4,3,0.571,3.24,54,0,5,0,0,0,58.1,40,23,21,8,20,1,58,3,0,4,235,129,4.14,1.029,6.2,1.2,3.1,8.9,2.9,
366,Chris Stratton,33,KCR,AL,-0.7,4,3,0.571,5.55,57,0,21,0,0,4,58.1,53,38,36,5,33,1,44,3,0,1,257,76,4.62,1.474,8.2,0.8,5.1,6.8,1.33,
367,Chase Anderson,36,2TM,AL,-0.6,0,2,0,5.4,29,1,23,0,0,3,58.1,55,41,35,12,21,1,42,4,0,3,255,79,5.69,1.303,8.5,1.9,3.2,6.5,2,
368,Chase Anderson,36,BOS,AL,-0.4,0,2,0,4.85,27,1,22,0,0,3,52,46,34,28,10,19,1,35,3,0,2,224,89,5.59,1.25,8,1.7,3.3,6.1,1.84,
369,Chase Anderson,36,TEX,AL,-0.2,0,0,,9.95,2,0,1,0,0,0,6.1,9,7,7,2,2,0,7,1,0,1,31,42,6.48,1.737,12.8,2.8,2.8,9.9,3.5,
370,Mike Baumann,28,5TM,2LG,-0.7,3,1,0.75,5.55,57,0,15,0,0,0,58.1,59,40,36,9,28,1,58,4,0,6,264,74,4.83,1.491,9.1,1.4,4.3,8.9,2.07,
371,Mike Baumann,28,3TM,AL,-0.4,3,0,1,4.91,45,0,13,0,0,0,44,45,28,24,8,21,1,39,3,0,5,200,80,5.39,1.5,9.2,1.6,4.3,8,1.86,
372,Mike Baumann,28,2TM,NL,-0.2,0,1,0,7.53,12,0,2,0,0,0,14.1,14,12,12,1,7,0,19,1,0,1,64,62,3.1,1.465,8.8,0.6,4.4,11.9,2.71,
373,Mike Baumann,28,BAL,AL,0.2,1,0,1,3.44,17,0,6,0,0,0,18.1,18,9,7,2,9,0,16,1,0,1,82,111,4.48,1.473,8.8,1,4.4,7.9,1.78,
374,Mike Baumann,28,SEA,AL,-0.4,2,0,1,5.51,18,0,5,0,0,0,16.1,13,11,10,4,8,0,16,1,0,3,72,68,6.04,1.286,7.2,2.2,4.4,8.8,2,
375,Mike Baumann,28,SFG,NL,-0.1,0,0,,27,1,0,0,0,0,0,0.2,3,2,2,0,0,0,1,0,0,0,5,23,0.17,4.5,40.5,0,0,13.5,,
376,Mike Baumann,28,LAA,AL,-0.2,0,0,,6.75,10,0,2,0,0,0,9.1,14,8,7,2,4,1,7,1,0,1,46,64,6.06,1.929,13.5,1.9,3.9,6.8,1.75,
377,Mike Baumann,28,MIA,NL,-0.1,0,1,0,6.59,11,0,2,0,0,0,13.2,11,10,10,1,7,0,18,1,0,1,59,70,3.24,1.317,7.2,0.7,4.6,11.9,2.57,
378,Mark Leiter Jr.,33,2TM,2LG,-0.4,4,5,0.444,4.5,60,0,7,0,0,0,58,55,34,29,8,22,1,86,3,0,5,256,91,3.29,1.328,8.5,1.2,3.4,13.3,3.91,
379,Mark Leiter Jr.,33,CHC,NL,-0.3,2,4,0.333,4.21,39,0,3,0,0,0,36.1,27,20,17,2,13,0,53,1,0,2,152,95,2.12,1.101,6.7,0.5,3.2,13.1,4.08,
380,Mark Leiter Jr.,33,NYY,AL,-0.1,2,1,0.667,4.98,21,0,4,0,0,0,21.2,28,14,12,6,9,1,33,2,0,3,104,84,5.24,1.708,11.6,2.5,3.7,13.7,3.67,
381,David Bednar,29,PIT,NL,-0.9,3,8,0.273,5.77,62,0,45,0,0,23,57.2,54,40,37,9,28,3,58,3,0,2,262,73,4.8,1.422,8.4,1.4,4.4,9.1,2.07,
382,Nick Sandlin,27,CLE,AL,-0.1,8,0,1,3.75,68,1,7,0,0,1,57.2,46,29,24,12,27,2,68,6,0,1,246,109,5.23,1.266,7.2,1.9,4.2,10.6,2.52,
383,Nick Mears,27,2TM,NL,-0.4,1,5,0.167,5.93,54,0,12,0,0,0,57.2,61,40,38,7,24,1,75,0,0,3,256,77,3.39,1.474,9.5,1.1,3.7,11.7,3.13,
384,Nick Mears,27,COL,NL,-0.1,1,4,0.2,5.56,41,0,11,0,0,0,45.1,47,30,28,2,21,1,57,0,0,3,203,83,2.61,1.5,9.3,0.4,4.2,11.3,2.71,
385,Nick Mears,27,MIL,NL,-0.3,0,1,0,7.3,13,0,1,0,0,0,12.1,14,10,10,5,3,0,18,0,0,0,53,59,6.25,1.378,10.2,3.6,2.2,13.1,6,
386,Alex Faedo,28,DET,AL,0.6,5,3,0.625,3.61,37,6,7,0,0,0,57.1,49,24,23,9,28,0,55,3,0,4,246,113,4.91,1.343,7.7,1.4,4.4,8.6,1.96,
387,Reed Garrett,31,NYM,NL,0.2,8,5,0.615,3.77,53,0,13,0,0,4,57.1,50,28,24,6,30,1,83,2,0,3,247,105,3.31,1.395,7.8,0.9,4.7,13,2.77,
388,Max Meyer,25,MIA,NL,0,3,5,0.375,5.68,11,11,0,0,0,0,57,62,38,36,14,19,0,46,3,0,0,248,80,5.9,1.421,9.8,2.2,3,7.3,2.42,
389,Zack Kelly,29,BOS,AL,0.6,6,3,0.667,3.97,49,3,8,0,0,0,56.2,44,31,25,10,27,3,61,2,1,2,241,108,4.84,1.253,7,1.6,4.3,9.7,2.26,
390,James McArthur,27,KCR,AL,-0.5,5,7,0.417,4.92,57,0,38,0,0,18,56.2,68,36,31,8,14,2,49,3,0,1,247,86,4.17,1.447,10.8,1.3,2.2,7.8,3.5,
391,T.J. McFarland*,35,OAK,AL,0.6,2,4,0.333,3.81,79,0,12,0,0,0,56.2,53,28,24,4,17,5,39,4,0,0,235,104,3.82,1.235,8.4,0.6,2.7,6.2,2.29,
392,Ryan Pressly,35,HOU,AL,0.4,2,3,0.4,3.49,59,0,8,0,0,4,56.2,58,25,22,4,18,0,58,2,0,7,244,114,3.1,1.341,9.2,0.6,2.9,9.2,3.22,
393,Jacob Webb,30,BAL,AL,0.9,2,5,0.286,3.02,60,0,8,0,0,2,56.2,40,23,19,4,27,1,58,1,0,0,237,125,3.52,1.182,6.4,0.6,4.3,9.2,2.15,
394,Alexis Díaz,27,CIN,NL,0.5,2,5,0.286,3.99,60,0,50,0,0,28,56.1,42,31,25,6,31,1,55,6,1,1,242,111,4.57,1.296,6.7,1,5,8.8,1.77,
395,Pierce Johnson,33,ATL,NL,0.7,6,6,0.5,3.67,58,0,12,0,0,2,56.1,48,25,23,6,25,1,67,2,0,2,236,113,3.61,1.296,7.7,1,4,10.7,2.68,
396,Andrew Chafin*,34,2TM,AL,0.5,4,3,0.571,3.51,62,0,13,0,0,1,56.1,52,26,22,5,31,4,70,1,0,7,246,116,3.54,1.473,8.3,0.8,5,11.2,2.26,
397,Andrew Chafin*,34,DET,AL,0.5,3,2,0.6,3.16,41,0,11,0,0,1,37,35,16,13,2,16,2,50,1,0,3,162,130,2.54,1.378,8.5,0.5,3.9,12.2,3.13,
398,Andrew Chafin*,34,TEX,AL,0,1,1,0.5,4.19,21,0,2,0,0,0,19.1,17,10,9,3,15,2,20,0,0,4,84,96,5.44,1.655,7.9,1.4,7,9.3,1.33,
399,Burch Smith,34,2TM,2LG,-0.1,4,1,0.8,4.95,50,0,13,0,0,0,56.1,64,34,31,6,12,0,46,2,1,3,241,85,3.66,1.349,10.2,1,1.9,7.3,3.83,
